latency_ms,ttft_ms,tbt_mean_ms,tbt_p95_ms,tokens,cv,p95_ms,power_W,max_new_tokens,temperature,throttle_ms,step,model,task,power_W_mean,energy_Wh,carbon_g,policy_type,model_task_combination
1342.8827648130366,201.4324147219555,23.294905103899616,27.95388612467954,50,0.11766210722278969,1739.0747585502006,16.055389331318107,50,0.2,0,10,DeepSeek-R1-Distill-Qwen-1.5B,NLU,16.055389331318107,0.0059890293376083864,0.002695063201923774,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1185.6279841860714,177.84419762791072,20.56701605220736,24.680419262648833,50,0.12495273890231297,1738.515566596795,13.151182216175092,50,0.2,0,11,DeepSeek-R1-Distill-Qwen-1.5B,NLU,13.151182216175092,0.0043312249057298295,0.0019490512075784235,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1223.7133964108255,183.5570094616238,21.227681366310236,25.473217639572283,50,0.1271006847354979,1737.9563746433892,15.53500509673926,50,0.2,0,12,DeepSeek-R1-Distill-Qwen-1.5B,NLU,15.53500509673926,0.00528066495838619,0.0023762992312737854,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1401.4594041848206,210.2189106277231,24.311030480757093,29.17323657690851,50,0.12252310343540726,1737.3971826899835,13.28186362431109,50,0.2,0,13,DeepSeek-R1-Distill-Qwen-1.5B,NLU,13.28186362431109,0.005170553522608629,0.002326749085173883,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1451.579311337447,217.73689670061705,25.18045744156796,30.21654892988155,50,0.11837919936434778,1736.837990736578,10.548559072099321,50,0.2,0,14,DeepSeek-R1-Distill-Qwen-1.5B,NLU,10.548559072099321,0.004253352809300086,0.0019140087641850388,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1439.8785919949453,215.9817887992418,24.977485779504153,29.972982935404982,50,0.11458210301670796,1736.278798783172,16.047030951486853,50,0.2,0,15,DeepSeek-R1-Distill-Qwen-1.5B,NLU,16.047030951486853,0.006418271203368388,0.002888222041515775,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1490.1078933775957,223.51618400663935,25.84881039532564,31.018572474390766,50,0.11155369951358464,1735.7196068297665,12.816687219204145,50,0.2,0,16,DeepSeek-R1-Distill-Qwen-1.5B,NLU,12.816687219204145,0.0053050685534132905,0.0023872808490359807,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1417.7691304012742,212.66536956019112,24.593954302879247,29.512745163455094,50,0.10840677791914108,1735.1604148763608,13.254449430275141,50,0.2,0,17,DeepSeek-R1-Distill-Qwen-1.5B,NLU,13.254449430275141,0.005219930345196903,0.002348968655338606,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1480.7154876805632,222.1073231520845,25.685880908744462,30.823057090493354,50,0.1057432784256026,1734.601222922955,13.23238178351899,50,0.2,0,18,DeepSeek-R1-Distill-Qwen-1.5B,NLU,13.23238178351899,0.005442609068266312,0.0024491740807198407,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1569.1539615630063,235.37309423445095,27.220017700582762,32.66402124069931,50,0.1050184689398407,1734.0420309695494,12.506568877340868,50,0.2,0,19,DeepSeek-R1-Distill-Qwen-1.5B,NLU,12.506568877340868,0.005451314472066674,0.0024530915124300035,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1502.6016330030577,225.39024495045865,26.065538531685693,31.27864623802283,50,0.10283809030219782,1733.4828390161438,13.746374700204038,50,0.2,0,20,DeepSeek-R1-Distill-Qwen-1.5B,NLU,13.746374700204038,0.005737590297888474,0.0025819156340498133,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1390.222664119603,208.53339961794043,24.11610743880944,28.939328926571328,50,0.10078221151383271,1725.2663951434868,11.56146385994689,50,0.2,0,21,DeepSeek-R1-Distill-Qwen-1.5B,NLU,11.56146385994689,0.004464724746804965,0.002009126136062234,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1433.5901075671043,215.03851613506563,24.868399825143644,29.84207979017237,50,0.0985561582414111,1717.0499512708298,15.229724788690408,50,0.2,0,22,DeepSeek-R1-Distill-Qwen-1.5B,NLU,15.229724788690408,0.006064772999454466,0.0027291478497545097,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1561.2226296562728,234.1833944484409,27.082433371588408,32.49892004590609,50,0.09784510391911809,1708.8335073981727,12.470260084038706,50,0.2,0,23,DeepSeek-R1-Distill-Qwen-1.5B,NLU,12.470260084038706,0.005408014511361267,0.0024336065301125698,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1369.0786639734465,205.36179959601697,23.749323762804686,28.49918851536562,50,0.09646794350269701,1700.6170635255157,9.560761675210673,50,0.2,0,24,DeepSeek-R1-Distill-Qwen-1.5B,NLU,9.560761675210673,0.0036359541169072103,0.0016361793526082449,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1593.9729245921992,239.09593868882988,27.650550732721825,33.18066087926619,50,0.09663035271221984,1698.6053604101576,9.765546479025039,50,0.2,0,25,DeepSeek-R1-Distill-Qwen-1.5B,NLU,9.765546479025039,0.00432389352261461,0.0019457520851765744,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1384.372199146186,207.6558298719279,24.01461978110731,28.81754373732877,50,0.09522409427139585,1691.6298646889602,14.60947321191425,50,0.2,0,26,DeepSeek-R1-Distill-Qwen-1.5B,NLU,14.60947321191425,0.005618041266318061,0.0025281185698431278,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1280.015035691116,192.0022553536674,22.2043424558663,26.64521094703956,50,0.09604522506375049,1684.654368967763,15.478625604943456,50,0.2,0,27,DeepSeek-R1-Distill-Qwen-1.5B,NLU,15.478625604943456,0.005503575973933645,0.00247660918827014,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1396.9822439424076,209.54733659136113,24.233365456143808,29.080038547372567,50,0.09455205917995828,1677.6788732465657,15.528504782529668,50,0.2,0,28,DeepSeek-R1-Distill-Qwen-1.5B,NLU,15.528504782529668,0.006025845960046862,0.002711630682021088,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1368.6360473401887,205.2954071010283,23.741645719166538,28.489974862999844,50,0.09341322582413777,1670.7033775253683,9.977707181217928,50,0.2,0,29,DeepSeek-R1-Distill-Qwen-1.5B,NLU,9.977707181217928,0.0037932915883388666,0.00170698121475249,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1293.5860445482356,194.03790668223533,22.439757915632658,26.92770949875919,50,0.09062813137565709,1670.7033775253683,15.365113961413272,50,0.2,0,30,DeepSeek-R1-Distill-Qwen-1.5B,NLU,15.365113961413272,0.005521138053715962,0.0024845121241721833,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1367.8850843378566,205.18276265067848,23.728618809942407,28.474342571930887,50,0.0893254176513716,1670.7033775253683,14.814385933330804,50,0.2,0,31,DeepSeek-R1-Distill-Qwen-1.5B,NLU,14.814385933330804,0.0056289937643966,0.0025330471939784705,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1136.836655796737,170.52549836951053,19.720635865861766,23.664763039034117,50,0.09690899248317587,1670.7033775253683,16.129480461887557,50,0.2,0,32,DeepSeek-R1-Distill-Qwen-1.5B,NLU,16.129480461887557,0.005093495730008626,0.0022920730785038817,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1571.8966636232033,235.78449954348048,27.267595185300465,32.721114222360555,50,0.09730646071023479,1670.7033775253683,10.574349561982958,50,0.2,0,33,DeepSeek-R1-Distill-Qwen-1.5B,NLU,10.574349561982958,0.004617162443462914,0.0020777230995583118,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1603.1494492415334,240.47241738623,27.809735343985782,33.37168241278294,50,0.09935379404844306,1674.8328136175687,12.465037205095207,50,0.2,0,34,DeepSeek-R1-Distill-Qwen-1.5B,NLU,12.465037205095207,0.005550921536145446,0.002497914691265451,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1208.5859818967585,181.28789728451378,20.965267032902954,25.158320439483543,50,0.09586498180967482,1599.020013149333,12.091012489185331,50,0.2,0,35,DeepSeek-R1-Distill-Qwen-1.5B,NLU,12.091012489185331,0.004059174500380007,0.0018266285251710033,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1377.2109127320375,206.5816369098056,23.89039338412718,28.668472060952613,50,0.09467934680717735,1599.020013149333,10.187573678948182,50,0.2,0,36,DeepSeek-R1-Distill-Qwen-1.5B,NLU,10.187573678948182,0.00389734379025253,0.0017538047056136386,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1416.9631649863356,212.54447474795035,24.57997327017113,29.495967924205356,50,0.09466450607215891,1599.020013149333,14.566866709187478,50,0.2,0,37,DeepSeek-R1-Distill-Qwen-1.5B,NLU,14.566866709187478,0.005733531543384549,0.0025800891945230477,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1322.8157217779542,198.42235826669312,22.94680333696451,27.536164004357413,50,0.09367684686863419,1599.020013149333,12.838782291377983,50,0.2,0,38,DeepSeek-R1-Distill-Qwen-1.5B,NLU,12.838782291377983,0.004717595295421995,0.0021229178829398976,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1078.8430231885163,161.82645347827744,18.714623871637528,22.457548645965034,50,0.09436783279670871,1584.0386071561509,10.382505299414179,50,0.2,0,39,DeepSeek-R1-Distill-Qwen-1.5B,NLU,10.382505299414179,0.003111414834858552,0.0014001366756863484,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1456.1128696393328,218.4169304458999,25.259100799865976,30.31092095983917,50,0.09429592335573887,1584.0386071561509,14.303528680621834,50,0.2,0,40,DeepSeek-R1-Distill-Qwen-1.5B,NLU,14.303528680621834,0.005785431164752433,0.0026034440241385947,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1372.2560667873022,205.83841001809532,23.804441974881772,28.565330369858128,50,0.08983831107854831,1584.0386071561509,16.634208240240735,50,0.2,0,41,DeepSeek-R1-Distill-Qwen-1.5B,NLU,16.634208240240735,0.006340664770520468,0.002853299146734211,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1184.8757304329565,177.73135956494346,20.55396675240843,24.664760102890117,50,0.0913389160712959,1584.0386071561509,9.971100796627018,50,0.2,0,42,DeepSeek-R1-Distill-Qwen-1.5B,NLU,9.971100796627018,0.0032818098165622424,0.0014768144174530091,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1350.3757763020158,202.55636644530236,23.42488591544313,28.109863098531758,50,0.09164745749412263,1584.0386071561509,12.239250209500497,50,0.2,0,43,DeepSeek-R1-Distill-Qwen-1.5B,NLU,12.239250209500497,0.004590996389724678,0.002065948375376105,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1236.2516120647497,185.43774180971243,21.445181025613007,25.734217230735606,50,0.09404909271750223,1584.0386071561509,13.199388371023609,50,0.2,0,44,DeepSeek-R1-Distill-Qwen-1.5B,NLU,13.199388371023609,0.004532712542207403,0.0020397206439933314,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1249.8354797073607,187.4753219561041,21.68081954594401,26.016983455132813,50,0.09589122754126941,1584.0386071561509,17.32581427684362,50,0.2,0,45,DeepSeek-R1-Distill-Qwen-1.5B,NLU,17.32581427684362,0.006015115943894302,0.002706802174752436,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1559.2218238386902,233.8832735758035,27.047725515569116,32.45727061868294,50,0.09748968081231131,1584.0386071561509,10.654481836426474,50,0.2,0,46,DeepSeek-R1-Distill-Qwen-1.5B,NLU,10.654481836426474,0.004614639055846967,0.002076587575131136,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1380.2169611883107,207.0325441782466,23.94253912265437,28.731046947185245,50,0.09747649330264292,1584.0386071561509,12.966304593700725,50,0.2,0,47,DeepSeek-R1-Distill-Qwen-1.5B,NLU,12.966304593700725,0.004971198201155458,0.0022370391905199563,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1470.303739066397,220.54556085995952,25.50526894298852,30.60632273158622,50,0.09732875974454824,1584.0386071561509,12.893284326874047,50,0.2,0,48,DeepSeek-R1-Distill-Qwen-1.5B,NLU,12.893284326874047,0.005265845598513634,0.002369630519331135,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1711.1291665180138,256.66937497770203,29.68285288857779,35.61942346629335,50,0.10325318596986706,1599.020013149333,11.61495342027692,50,0.2,0,49,DeepSeek-R1-Distill-Qwen-1.5B,NLU,11.61495342027692,0.005520745990328889,0.002484335695648,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1257.1578155647956,188.57367233471933,21.80783965775666,26.16940758930799,50,0.10401715169116073,1599.020013149333,16.09222743853435,50,0.2,0,50,DeepSeek-R1-Distill-Qwen-1.5B,NLU,16.09222743853435,0.00561957485949992,0.0025288086867749637,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1234.1287749895985,185.11931624843976,21.408356300839973,25.690027561007966,50,0.10610384972040378,1599.020013149333,17.01589774304612,50,0.2,0,51,DeepSeek-R1-Distill-Qwen-1.5B,NLU,17.01589774304612,0.0058332802880482724,0.0026249761296217224,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1445.0495824905,216.757437373575,25.067186635039285,30.08062396204714,50,0.10619793427652016,1599.020013149333,11.856075292888752,50,0.2,0,52,DeepSeek-R1-Distill-Qwen-1.5B,NLU,11.856075292888752,0.0047590601811013395,0.0021415770814956023,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1340.5031005348458,201.07546508022685,23.25362521335957,27.90435025603148,50,0.1037821016359014,1599.020013149333,16.06754006976897,50,0.2,0,53,DeepSeek-R1-Distill-Qwen-1.5B,NLU,16.06754006976897,0.0059829409115258825,0.002692323410186647,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1372.503815234159,205.87557228512384,23.808739652021128,28.570487582425354,50,0.1037754716826618,1599.020013149333,10.935070524663548,50,0.2,0,54,DeepSeek-R1-Distill-Qwen-1.5B,NLU,10.935070524663548,0.004169007226376477,0.0018760532518694148,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1396.1524660948269,209.42286991422404,24.218971350624546,29.062765620749452,50,0.09970564280523658,1589.0856957132848,15.915842334490462,50,0.2,0,55,DeepSeek-R1-Distill-Qwen-1.5B,NLU,15.915842334490462,0.006172484034798695,0.0027776178156594124,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1535.87174540224,230.380761810336,26.642673134528653,31.971207761434382,50,0.10194078289631414,1589.0856957132848,13.51181175010223,50,0.2,0,56,DeepSeek-R1-Distill-Qwen-1.5B,NLU,13.51181175010223,0.005764558304493336,0.002594051237022001,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1394.642320770219,209.19634811553283,24.19277495213645,29.031329942563737,50,0.10104494241650114,1589.0856957132848,13.660264117160608,50,0.2,0,57,DeepSeek-R1-Distill-Qwen-1.5B,NLU,13.660264117160608,0.005291995125191949,0.0023813978063363774,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1360.0110846556463,204.00166269834693,23.59202901953672,28.310434823444066,50,0.10107445006915532,1589.0856957132848,15.772374406689616,50,0.2,0,58,DeepSeek-R1-Distill-Qwen-1.5B,NLU,15.772374406689616,0.005958501117899139,0.0026813255030546128,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1432.2310549320314,214.8346582398047,24.84482442229034,29.813789306748408,50,0.10126351533687215,1589.0856957132848,15.927327441134834,50,0.2,0,59,DeepSeek-R1-Distill-Qwen-1.5B,NLU,15.927327441134834,0.0063365591620178985,0.002851451622908054,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1254.8906992315285,188.23360488472926,21.768512129526517,26.12221455543182,50,0.10200618731583262,1589.0856957132848,16.586235791834206,50,0.2,0,60,DeepSeek-R1-Distill-Qwen-1.5B,NLU,16.586235791834206,0.0057816425084538416,0.0026017391288042286,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1266.488957518888,189.97334362783317,21.969706405939892,26.36364768712787,50,0.10314740301340591,1589.0856957132848,15.197232039724835,50,0.2,0,61,DeepSeek-R1-Distill-Qwen-1.5B,NLU,15.197232039724835,0.005346424045323262,0.002405890820395468,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1377.414870396063,206.61223055940943,23.893931425237827,28.672717710285394,50,0.09776190341641844,1589.0856957132848,13.385617182248977,50,0.2,0,62,DeepSeek-R1-Distill-Qwen-1.5B,NLU,13.385617182248977,0.00512154115451633,0.002304693519532349,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1297.0193705623267,194.552905584349,22.499315611795463,26.999178734154555,50,0.09510668890590283,1583.3820178102537,13.736234846083915,50,0.2,0,63,DeepSeek-R1-Distill-Qwen-1.5B,NLU,13.736234846083915,0.0049489340761011275,0.0022270203342455077,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1863.9311068974107,279.5896660346116,32.33349879311835,38.80019855174202,50,0.1108610291690907,1642.7708623123178,16.537007698308482,50,0.2,0,64,DeepSeek-R1-Distill-Qwen-1.5B,NLU,16.537007698308482,0.008562178628855313,0.0038529803829848905,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1152.8189188221374,172.9228378233206,19.997879204057487,23.997455044868982,50,0.11270561957444472,1642.7708623123178,15.1687618713801,50,0.2,0,65,DeepSeek-R1-Distill-Qwen-1.5B,NLU,15.1687618713801,0.004857454350120797,0.0021858544575543586,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1044.0959659355522,156.61439489033282,18.11186879684121,21.734242556209452,50,0.12155219925587546,1642.7708623123178,14.298889842443335,50,0.2,0,66,DeepSeek-R1-Distill-Qwen-1.5B,NLU,14.298889842443335,0.0041470592227366475,0.0018661766502314917,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1321.721783821256,198.2582675731884,22.927826862205464,27.513392234646556,50,0.1216884799599983,1642.7708623123178,10.811030807449828,50,0.2,0,67,DeepSeek-R1-Distill-Qwen-1.5B,NLU,10.811030807449828,0.0039692152566025395,0.001786146865471143,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1373.2812926853624,205.99219390280436,23.82222650576649,28.58667180691979,50,0.12146222071558248,1642.7708623123178,17.19194350869035,50,0.2,0,68,DeepSeek-R1-Distill-Qwen-1.5B,NLU,17.19194350869035,0.006558159557052225,0.0029511718006735013,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1407.919816688293,211.18797250324394,24.423098860919364,29.307718633103235,50,0.11446560414642429,1642.7708623123178,11.76323651204625,50,0.2,0,69,DeepSeek-R1-Distill-Qwen-1.5B,NLU,11.76323651204625,0.0046004704982503305,0.002070211724212649,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1317.936175671145,197.69042635067174,22.862158149397416,27.434589779276898,50,0.11443406477808728,1642.7708623123178,12.980309008394936,50,0.2,0,70,DeepSeek-R1-Distill-Qwen-1.5B,NLU,12.980309008394936,0.004752005225987148,0.002138402351694217,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1362.8704201222283,204.43056301833425,23.641629736814167,28.369955684177,50,0.11445680324606926,1642.7708623123178,14.023171720890867,50,0.2,0,71,DeepSeek-R1-Distill-Qwen-1.5B,NLU,14.023171720890867,0.0053088238707490795,0.002388970741837086,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1593.0896341607884,238.96344512411824,27.635228347687146,33.162274017224576,50,0.11440545360732222,1658.011376957262,13.3918907356365,50,0.2,0,72,DeepSeek-R1-Distill-Qwen-1.5B,NLU,13.3918907356365,0.005926245086876778,0.00266681028909455,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1158.9959557117024,173.84939335675537,20.105031884794837,24.126038261753802,50,0.1184431480519104,1658.011376957262,10.096153881425808,50,0.2,0,73,DeepSeek-R1-Distill-Qwen-1.5B,NLU,10.096153881425808,0.003250389310226533,0.0014626751896019401,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1349.2798841334688,202.39198262002031,23.405875541090786,28.087050649308942,50,0.11673997370079961,1658.011376957262,10.546130337102417,50,0.2,0,74,DeepSeek-R1-Distill-Qwen-1.5B,NLU,10.546130337102417,0.003952689310917225,0.001778710189912751,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1600.2106988905496,240.03160483358243,27.75875702157076,33.31050842588491,50,0.11799705289924121,1661.2158560856547,11.031718518092,50,0.2,0,75,DeepSeek-R1-Distill-Qwen-1.5B,NLU,11.031718518092,0.00490363166661106,0.002206634249974977,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1198.189127113323,179.72836906699843,20.784913429516827,24.941896115420192,50,0.11918841235624322,1661.2158560856547,17.545589042150855,50,0.2,0,76,DeepSeek-R1-Distill-Qwen-1.5B,NLU,17.545589042150855,0.005839703894195505,0.002627866752387977,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1325.0056728804102,198.75085093206152,22.98479228466018,27.581750741592217,50,0.1195288013786509,1661.2158560856547,10.81851492061655,50,0.2,0,77,DeepSeek-R1-Distill-Qwen-1.5B,NLU,10.81851492061655,0.003981831567210637,0.0017918242052447867,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1266.8208918055598,190.02313377083397,21.975464449688282,26.370557339625936,50,0.12017848130213475,1661.2158560856547,16.70294156390421,50,0.2,0,78,DeepSeek-R1-Distill-Qwen-1.5B,NLU,16.70294156390421,0.00587767647993369,0.002644954415970161,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1472.245435407357,220.83681531110355,25.538951430535786,30.646741716642943,50,0.11243412799429871,1597.0062197621571,12.483905068122356,50,0.2,0,79,DeepSeek-R1-Distill-Qwen-1.5B,NLU,12.483905068122356,0.005105381181278308,0.0022974215315752387,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1450.5203662607162,217.57805493910743,25.16208798615528,30.194505583386338,50,0.11164160718790363,1597.0062197621571,14.798595647514643,50,0.2,0,80,DeepSeek-R1-Distill-Qwen-1.5B,NLU,14.798595647514643,0.005962684549660328,0.0026832080473471478,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1182.9634433442675,177.44451650164012,20.520794425359743,24.62495331043169,50,0.11305468473900636,1597.0062197621571,16.383451143408006,50,0.2,0,81,DeepSeek-R1-Distill-Qwen-1.5B,NLU,16.383451143408006,0.005383617716241254,0.0024226279723085645,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1642.708544576779,246.40628168651685,28.49596454878086,34.19515745853703,50,0.11789409602038572,1623.5845140179756,9.602387702139437,50,0.2,0,82,DeepSeek-R1-Distill-Qwen-1.5B,NLU,9.602387702139437,0.004381645646289844,0.00197174054083043,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1097.9264667801026,164.68897001701538,19.045663199246675,22.85479583909601,50,0.12388192105740352,1623.5845140179756,15.26584026031554,50,0.2,0,83,DeepSeek-R1-Distill-Qwen-1.5B,NLU,15.26584026031554,0.004655769460954911,0.0020950962574297098,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1348.2213462487973,202.2332019373196,23.38751314921383,28.065015779056598,50,0.12396105632570686,1623.5845140179756,10.551510554874433,50,0.2,0,84,DeepSeek-R1-Distill-Qwen-1.5B,NLU,10.551510554874433,0.003951603268125334,0.0017782214706564003,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1255.5050538734151,188.32575808101225,21.779169301885773,26.135003162262926,50,0.12507014102611588,1623.5845140179756,12.233355914999617,50,0.2,0,85,DeepSeek-R1-Distill-Qwen-1.5B,NLU,12.233355914999617,0.004266400049198405,0.001919880022139282,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
1362.47499911696,204.37124986754398,23.634770392845223,28.361724471414266,50,0.12318092557834645,1623.5845140179756,14.63298730666347,50,0.2,0,86,DeepSeek-R1-Distill-Qwen-1.5B,NLU,14.63298730666347,0.0055380776021457774,0.0024921349209656,baseline,DeepSeek-R1-Distill-Qwen-1.5B_NLU
